,Barley283,Oats283,AlfalfaHaylage283,WinterWheat283,SpringWheat283,GrassHaylage283,AlfalfaHay283,GrassHay283,CornSilage283,Potatoes283,WinterWheat284,SpringWheat284,AlfalfaHay284,GrassHay284,GrassHaylage284,AlfalfaHay289,GrassHay289,AlfalfaHaylage281,AlfalfaHay281,GrassHay281,AlfalfaHay298,GrassHay298,Barley294,AlfalfaHaylage294,WinterWheat294,AlfalfaHay294,GrassHaylage294,GrassHay294,Barley287,WinterWheat287,GrassHay287,AlfalfaHay287,GrassHaylage287,Barley300,Oats300,Canola300,WinterWheat300,CornGrain300,SpringWheat300,AlfalfaHay300,GrassHay300,Sugarbeets300,Barley282,SpringWheat282,WinterWheat282,AlfalfaHay282,GrassHay282,Oats288,GrassHaylage288,AlfalfaHay288,GrassHay288,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62,,99029.1621426358,,
2,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.1,,99029.1621426358,,1
3,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.2,,99029.1621426358,,2
4,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.3,,99029.1621426358,,3
5,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.4,,99029.1621426358,,4
6,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.5,,99029.1621426358,,5.00000000000011
7,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.6,,99029.1621426358,,6.00000000000011
8,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.7,,99029.1621426358,,7.00000000000011
9,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.8,,99029.1621426358,,8.00000000000011
10,339.898282001556,112.888824163702,301.062375589323,3701.16336543517,1023.88541652802,260.179909126807,13834.4433716119,9063.19630923946,170.152757369257,2146.58071402288,458.896705644916,320.945891793411,10570.0356769415,7290.6741208041,373.286634010097,61.4937874141354,70.9323053078929,86.7645838102236,4311.75863951822,2935.34729123555,569.059568412948,1042.76200276122,103.01738726616,116.120389738457,903.830239850532,4438.60683698009,77.7788007674259,1291.32752556174,6.06337361398261,90.730103798523,476.991723791703,396.500294418253,21.2115703094742,275.679186043848,67.8422751371643,320.090626340206,3721.53591380146,100.490620463562,2247.56783283622,7102.15201759758,2736.45082309333,328.770274020287,204.223796578924,1338.74264877007,6932.31479277937,2143.2535680605,682.130524304066,57.567358804158,402.956808317579,2870.12105741425,529.685239434656,62.9,,99029.1621426358,,9.00000000000011
