,Barley276,SpringWheat276,WinterWheat276,AlfalfaHay276,GrassHay276,Barley274,Oats274,WinterWheat274,SpringWheat274,AlfalfaHay274,GrassHay274,Barley275,WinterWheat275,SpringWheat275,AlfalfaHay275,Barley258,Oats258,WinterWheat258,Canola258,AlfalfaHay258,GrassHay258,Oats262,Barley262,Canola262,WinterWheat262,GrassHaylage262,SpringWheat262,AlfalfaHay262,AlfalfaHaylage262,Lentils262,GrassHay262,Barley273,WinterWheat273,BeansDryEdible273,SpringWheat273,AlfalfaHay273,GrassHay273,Barley261,WinterWheat261,Canola261,SpringWheat261,BeansDryEdible261,AlfalfaHay261,GrassHay261,Lentils261,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62,,958737.894646326,,
2,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.1,,958737.894646326,,1
3,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.2,,958737.894646326,,2
4,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.3,,958737.894646326,,3
5,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.4,,958737.894646326,,4
6,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.5,,958737.894646326,,5.00000000000011
7,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.6,,958737.894646326,,6.00000000000011
8,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.7,,958737.894646326,,7.00000000000011
9,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.8,,958737.894646326,,8.00000000000011
10,1220.94820739441,3463.67194393112,17380.8576254399,563.897345475562,1547.50433323707,9578.85496713148,646.298771377181,34344.0004215425,11907.3166253749,663.639425881642,767.438119438288,6135.07310377076,29760.5872392167,12092.6343449773,189.060338438104,15382.0634136506,49.4619717237391,36020.0166321819,244.646482024432,2637.63733278199,563.685022725433,1021.21625455255,24606.6531995738,176.276010086607,89796.9137198477,561.389409248407,34891.3117104366,19929.8166113203,244.836696126536,33684.687467598,8054.47807969702,1001.59249116073,23869.4353434043,2453.08454444969,3178.01576569957,87.7455548249815,329.863894964878,99076.4786000935,252947.931796919,1841.97255562111,105289.254829507,31753.862716452,3771.12152691729,2301.19557998136,32709.4666201276,62.9,,958737.894646326,,9.00000000000011
