,Barley318,AlfalfaHay318,WinterWheat318,SpringWheat318,GrassHay318,WinterWheat322,AlfalfaHay322,Barley322,GrassHay322,AlfalfaHay339,GrassHay329,AlfalfaHay312,GrassHay312,AlfalfaHay336,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62,,31438.3148501383,,
2,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.1,,31438.3148501383,,1
3,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.2,,31438.3148501383,,2
4,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.3,,31438.3148501383,,3
5,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.4,,31438.3148501383,,4
6,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.5,,31438.3148501383,,5.00000000000011
7,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.6,,31438.3148501383,,6.00000000000011
8,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.7,,31438.3148501383,,7.00000000000011
9,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.8,,31438.3148501383,,8.00000000000011
10,696.843115925145,8306.46976694329,193.631045026713,72.9568404437992,2447.85828810657,303.68545574335,6099.09144159404,57.3446543147732,4703.30150810594,4021.30290966439,93.8909401674302,3193.32101089091,200.676385624777,1047.94148758713,62.9,,31438.3148501383,,9.00000000000011
