,GrassHay296,WinterWheat296,AlfalfaHay296,AlfalfaHaylage296,CornSilage296,GrassHaylage296,Potatoes296,Barley296,AlfalfaHay295,GrassHay295,AlfalfaHay292,AlfalfaHay285,AlfalfaHaylage285,Oats290,GrassHay290,AlfalfaHaylage290,WinterWheat290,AlfalfaHay290,CornGrain290,Barley290,CornSilage290,GrassHay286,WinterWheat286,CornGrain286,AlfalfaHay286,CornSilage286,AlfalfaHaylage286,Oats291,GrassHay291,AlfalfaHay291,WinterWheat291,SpringWheat291,CornGrain291,CornSilage291,BeansDryEdible291,Barley291,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62,,55489.6584915962,,
2,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.1,,55489.6584915962,,1
3,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.2,,55489.6584915962,,2
4,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.3,,55489.6584915962,,3
5,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.4,,55489.6584915962,,4
6,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.5,,55489.6584915962,,5.00000000000011
7,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.6,,55489.6584915962,,6.00000000000011
8,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.7,,55489.6584915962,,7.00000000000011
9,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.8,,55489.6584915962,,8.00000000000011
10,186.343918977191,173.530066717067,903.910540947573,76.6332701603925,93.4288401540971,75.6134182549898,100.887193939102,51.4470455442397,4575.81506986052,1089.48833790758,324.991422885059,5485.5272357121,633.191611226469,242.976861017533,688.609201114629,348.19477601543,914.894818095472,4262.01510004316,568.508333865,485.150854125096,383.266068017145,177.831696605526,405.696933354391,103.84478065394,1622.08823235751,140.741311175221,186.054031951052,104.017669586934,1415.46950800499,24537.990230271,2040.89520360257,1203.87039754316,401.188665040426,298.423985283398,29.5974471492337,1157.52441443707,62.9,,55489.6584915962,,9.00000000000011
