,AlfalfaHay428,Barley428,GrassHay428,Oats428,WinterWheat428,AlfalfaHay430,Barley430,GrassHay430,Potatoes430,SpringWheat430,WinterWheat430,AlfalfaHay427,GrassHay427,GrassHaylage427,AlfalfaHay433,Barley433,CornSilage433,GrassHay433,GrassHaylage433,Potatoes433,SpringWheat433,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62,,146893.053631859,,
2,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.1,,146893.053631859,,1
3,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.2,,146893.053631859,,2
4,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.3,,146893.053631859,,3
5,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.4,,146893.053631859,,4
6,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.5,,146893.053631859,,5.00000000000011
7,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.6,,146893.053631859,,6.00000000000011
8,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.7,,146893.053631859,,7.00000000000011
9,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.8,,146893.053631859,,8.00000000000011
10,9718.66546613124,123.383611337164,5489.46130953756,62.6434260583014,383.233314800813,38963.8007795894,2666.92774568498,9271.01706611378,2089.20889999999,2277.36792181892,1813.33073091266,3208.05025314798,5299.04274767483,152.726296183173,45076.5886920893,3622.30700869476,242.024199999999,4181.20264484327,157.294592622092,4766.4766,7328.30032461912,62.9,,146893.053631859,,9.00000000000011
