,AlfalfaHay068,GrassHay068,AlfalfaHay071,GrassHay071,GrassHaylage079,AlfalfaHay079,GrassHay079,Barley078,Oats078,WinterWheat078,AlfalfaHay078,GrassHay078,GrassHay074,AlfalfaHay075,GrassHay075,GrassHaylage075,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62,,10236.1590065577,,
2,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.1,,10236.1590065577,,1
3,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.2,,10236.1590065577,,2
4,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.3,,10236.1590065577,,3
5,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.4,,10236.1590065577,,4
6,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.5,,10236.1590065577,,5.00000000000011
7,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.6,,10236.1590065577,,6.00000000000011
8,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.7,,10236.1590065577,,7.00000000000011
9,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.8,,10236.1590065577,,8.00000000000011
10,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,62.9,,10236.1590065577,,9.00000000000011
11,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63,,10236.1590065577,,10.0000000000001
12,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.1,,10236.1590065577,,11.0000000000001
13,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.2,,10236.1590065577,,12.0000000000002
14,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.3,,10236.1590065577,,13.0000000000002
15,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.4,,10236.1590065577,,14.0000000000002
16,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.5,,10236.1590065577,,15.0000000000002
17,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.6,,10236.1590065577,,16.0000000000002
18,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.7,,10236.1590065577,,17.0000000000002
19,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.8,,10236.1590065577,,18.0000000000002
20,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,63.9,,10236.1590065577,,19.0000000000002
21,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64,,10236.1590065577,,20.0000000000002
22,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.1,,10236.1590065577,,21.0000000000002
23,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.2,,10236.1590065577,,22.0000000000002
24,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.3,,10236.1590065577,,23.0000000000001
25,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.4,,10236.1590065577,,24
26,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.5,,10236.1590065577,,25
27,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.6,,10236.1590065577,,26
28,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.7,,10236.1590065577,,26.9999999999999
29,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.8,,10236.1590065577,,27.9999999999998
30,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,64.9,,10236.1590065577,,28.9999999999998
31,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65,,10236.1590065577,,29.9999999999998
32,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.1,,10236.1590065577,,30.9999999999997
33,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.2,,10236.1590065577,,31.9999999999995
34,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.3,,10236.1590065577,,32.9999999999995
35,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.4,,10236.1590065577,,33.9999999999995
36,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.4999999999999,,10236.1590065577,,34.9999999999994
37,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.5999999999999,,10236.1590065577,,35.9999999999993
38,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.6999999999999,,10236.1590065577,,36.9999999999993
39,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.7999999999999,,10236.1590065577,,37.9999999999993
40,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.8999999999999,,10236.1590065577,,38.9999999999992
41,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,65.9999999999999,,10236.1590065577,,39.9999999999991
42,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,66.0999999999999,,10236.1590065577,,40.9999999999991
43,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,66.1999999999999,,10236.1590065577,,41.9999999999991
44,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,66.2999999999999,,10236.1590065577,,42.999999999999
45,577.421130324018,38.1756822213972,1143.62717391831,1151.20852818281,969.174194673343,1163.85085189055,2319.13635695798,217.496518823199,453.503123498398,119.065093903075,1379.73254378046,195.117771307228,169.955466253688,138.266719724304,118.388299728955,82.0395513700263,66.3999999999999,,10236.1590065577,,43.9999999999989
