,Barley278,WinterWheat278,SpringWheat278,BeansDryEdible278,AlfalfaHay278,GrassHay278,Barley302,Canola302,WinterWheat302,CornGrain302,SpringWheat302,AlfalfaHay302,GrassHay302,Sugarbeets302,Barley277,WinterWheat277,Oats277,SpringWheat277,AlfalfaHaylage277,AlfalfaHay277,GrassHay277,GrassHaylage277,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62,,63663.0548532672,,
2,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.1,,63663.0548532672,,1
3,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.2,,63663.0548532672,,2
4,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.3,,63663.0548532672,,3
5,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.4,,63663.0548532672,,4
6,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.5,,63663.0548532672,,5.00000000000011
7,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.6,,63663.0548532672,,6.00000000000011
8,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.7,,63663.0548532672,,7.00000000000011
9,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.8,,63663.0548532672,,8.00000000000011
10,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,62.9,,63663.0548532672,,9.00000000000011
11,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63,,63663.0548532672,,10.0000000000001
12,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.1,,63663.0548532672,,11.0000000000001
13,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.2,,63663.0548532672,,12.0000000000002
14,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.3,,63663.0548532672,,13.0000000000002
15,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.4,,63663.0548532672,,14.0000000000002
16,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.5,,63663.0548532672,,15.0000000000002
17,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.6,,63663.0548532672,,16.0000000000002
18,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.7,,63663.0548532672,,17.0000000000002
19,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.8,,63663.0548532672,,18.0000000000002
20,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,63.9,,63663.0548532672,,19.0000000000002
21,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,64,,63663.0548532672,,20.0000000000002
22,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,64.1,,63663.0548532672,,21.0000000000002
23,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,64.2,,63663.0548532672,,22.0000000000002
24,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,64.3,,63663.0548532672,,23.0000000000001
25,967.550648814593,17239.746138779,853.081610580501,95.9361269026674,982.984445518276,344.758026963929,2290.08258365769,279.35878964288,10161.3247271087,252.79120093665,3295.21514265507,9634.63006298176,2219.84429480293,1076.42384885048,1837.60723352822,1695.80926737396,199.549154169866,673.172778319596,210.532178243105,6327.80378284784,2921.31197891124,103.540831678221,64.4,,63663.0548532672,,24
