,Barley240,SpringWheat240,Oats240,WinterWheat240,AlfalfaHay240,Barley251,WinterWheat251,SpringWheat251,CornGrain251,AlfalfaHay251,GrassHay251,Potatoes251,Barley250,WinterWheat250,SpringWheat250,CornSilage250,Canola250,BeansDryEdible250,CornGrain250,AlfalfaHay250,GrassHay250,Potatoes250,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62,,139942.489401981,,
2,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.1,,139942.489401981,,1
3,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.2,,139942.489401981,,2
4,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.3,,139942.489401981,,3
5,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.4,,139942.489401981,,4
6,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.5,,139942.489401981,,5.00000000000011
7,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.6,,139942.489401981,,6.00000000000011
8,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.7,,139942.489401981,,7.00000000000011
9,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.8,,139942.489401981,,8.00000000000011
10,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,62.9,,139942.489401981,,9.00000000000011
11,1566.70986476564,946.444383604192,207.720915941627,4066.71399956883,268.353035913868,125.956479145407,14839.4369133372,5886.73318613953,6316.46922215264,12764.3013950417,759.622839085489,9882.46209152427,1136.98113507735,32887.4120167364,8413.05998185013,737.500149852696,579.328841675138,1399.29417756356,8538.89751665677,16695.6479131212,1072.55662987423,10850.8867133528,63,,139942.489401981,,10.0000000000001
