,AlfalfaHay347,AlfalfaHaylage347,Barley347,BeansDryEdible347,CornGrain347,CornSilage347,GrassHay347,GrassHaylage347,Oats347,Potatoes347,SpringWheat347,Sugarbeets347,WinterWheat347,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62,,74008.9731990548,,
2,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.1,,74008.9731990548,,1
3,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.2,,74008.9731990548,,2
4,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.3,,74008.9731990548,,3
5,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.4,,74008.9731990548,,4
6,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.5,,74008.9731990548,,5.00000000000011
7,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.6,,74008.9731990548,,6.00000000000011
8,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.7,,74008.9731990548,,7.00000000000011
9,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.8,,74008.9731990548,,8.00000000000011
10,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,62.9,,74008.9731990548,,9.00000000000011
11,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63,,74008.9731990548,,10.0000000000001
12,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.1,,74008.9731990548,,11.0000000000001
13,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.2,,74008.9731990548,,12.0000000000002
14,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.3,,74008.9731990548,,13.0000000000002
15,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.4,,74008.9731990548,,14.0000000000002
16,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.5,,74008.9731990548,,15.0000000000002
17,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.6,,74008.9731990548,,16.0000000000002
18,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.7,,74008.9731990548,,17.0000000000002
19,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.8,,74008.9731990548,,18.0000000000002
20,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,63.9,,74008.9731990548,,19.0000000000002
21,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64,,74008.9731990548,,20.0000000000002
22,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.1,,74008.9731990548,,21.0000000000002
23,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.2,,74008.9731990548,,22.0000000000002
24,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.3,,74008.9731990548,,23.0000000000001
25,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.4,,74008.9731990548,,24
26,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.5,,74008.9731990548,,25
27,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.6,,74008.9731990548,,26
28,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.7,,74008.9731990548,,26.9999999999999
29,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.8,,74008.9731990548,,27.9999999999998
30,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,64.9,,74008.9731990548,,28.9999999999998
31,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65,,74008.9731990548,,29.9999999999998
32,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.1,,74008.9731990548,,30.9999999999997
33,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.2,,74008.9731990548,,31.9999999999995
34,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.3,,74008.9731990548,,32.9999999999995
35,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.4,,74008.9731990548,,33.9999999999995
36,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.4999999999999,,74008.9731990548,,34.9999999999994
37,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.5999999999999,,74008.9731990548,,35.9999999999993
38,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.6999999999999,,74008.9731990548,,36.9999999999993
39,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.7999999999999,,74008.9731990548,,37.9999999999993
40,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.8999999999999,,74008.9731990548,,38.9999999999992
41,29908.7302636159,440.212793064382,355.882959808712,1722.37790929441,11966.7401121379,3965.53380632165,800.117022448867,35.5807818688542,53.7587491890376,2604.81477666918,778.79318192873,6886.39497910719,14490.0358636,65.9999999999999,,74008.9731990548,,39.9999999999991
