,AlfalfaHay354,AlfalfaHaylage354,Barley354,BeansDryEdible354,CornGrain354,CornSilage354,GrassHay354,GrassHaylage354,Oats354,Potatoes354,SpringWheat354,Sugarbeets354,WinterWheat354,AlfalfaHay353,AlfalfaHaylage353,Barley353,BeansDryEdible353,CornGrain353,CornSilage353,GrassHay353,GrassHaylage353,Oats353,Potatoes353,SpringWheat353,Sugarbeets353,WinterWheat353,AlfalfaHay344,AlfalfaHaylage344,Barley344,BeansDryEdible344,CornGrain344,CornSilage344,Potatoes344,SpringWheat344,Sugarbeets344,WinterWheat344,AlfalfaHay350,AlfalfaHaylage350,Barley350,CornGrain350,CornSilage350,GrassHay350,WinterWheat350,AlfalfaHay346,AlfalfaHaylage346,Barley346,BeansDryEdible346,CornGrain346,CornSilage346,GrassHay346,GrassHaylage346,Oats346,Potatoes346,SpringWheat346,Sugarbeets346,WinterWheat346,AlfalfaHay345,AlfalfaHaylage345,BeansDryEdible345,CornGrain345,CornSilage345,GrassHay345,Potatoes345,SpringWheat345,Sugarbeets345,WinterWheat345,AlfalfaHay352,Barley352,BeansDryEdible352,CornGrain352,CornSilage352,GrassHay352,SpringWheat352,WinterWheat352,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62,,376550.79693129,,
2,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.1,,376550.79693129,,1
3,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.2,,376550.79693129,,2
4,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.3,,376550.79693129,,3
5,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.4,,376550.79693129,,4
6,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.5,,376550.79693129,,5.00000000000011
7,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.6,,376550.79693129,,6.00000000000011
8,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.7,,376550.79693129,,7.00000000000011
9,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.8,,376550.79693129,,8.00000000000011
10,18280.1861439217,1549.78881193454,962.974911073327,581.695742541446,2340.35112594147,7222.15568190554,1561.13682593604,627.833205020061,58.8820022672981,191.72887431284,701.81264480753,1846.5078162761,3199.52830438527,40570.4236361572,2113.64582233942,2616.71956077778,5065.82885571718,20255.8186767807,16169.9323913054,2149.75929576814,533.705874261943,244.029541100889,8431.48364825097,3386.11735628758,8728.88672807592,19767.5077128268,31069.326034247,3586.3164589297,2090.27984644687,625.821790322565,5838.04010649102,6116.61256924264,8967.0040228599,3449.08846316046,10416.4973180878,6557.13431129776,1489.31342479193,121.672763279729,17.1184307405485,647.798929547847,436.72068429617,492.560562316993,507.873701329342,47665.3002012831,3116.3766063552,1860.11624070492,2224.2224000002,11601.0618003235,9264.84797570597,1736.12418064849,229.608865996337,182.895970278086,1579.15790000028,2173.40511699789,2401.24010000004,4651.47823850618,12266.9919530306,1407.02784672608,186.06598905258,3347.0449983192,4536.2655557575,377.862382284862,868.02875487813,401.01528524156,1194.89974193674,4041.88172599944,3096.62736663111,34.7069855400799,315.776959441758,777.100117251274,578.045528606586,68.5840068428329,572.773625079331,2206.64190450836,62.9,,376550.79693129,,9.00000000000011
