,SpringWheat061,AlfalfaHay061,GrassHay061,GrassHaylage061,AlfalfaHaylage063,GrassHaylage063,AlfalfaHay063,GrassHay063,AlfalfaHay077,GrassHaylage077,GrassHay077,Barley064,AlfalfaHaylage064,WinterWheat064,AlfalfaHay064,GrassHaylage064,GrassHay064,Potatoes064,AlfalfaHay065,GrassHay065,Barley060,SpringWheat060,WinterWheat060,AlfalfaHay060,GrassHay060,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62,,40049.7140956246,,
2,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.1,,40049.7140956246,,1
3,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.2,,40049.7140956246,,2
4,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.3,,40049.7140956246,,3
5,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.4,,40049.7140956246,,4
6,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.5,,40049.7140956246,,5.00000000000011
7,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.6,,40049.7140956246,,6.00000000000011
8,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.7,,40049.7140956246,,7.00000000000011
9,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.8,,40049.7140956246,,8.00000000000011
10,70.0009030757704,2098.57830538042,2886.86460081046,147.809098558444,72.3040838554387,920.432185311861,4186.9705296445,8617.8445089473,173.655415659736,119.187674031461,332.15479701015,112.16115646019,192.382358374742,2143.08225396037,7353.65815701987,196.622860945687,3264.44365288029,375.019417224127,149.252945782725,159.882573464444,180.061217586471,533.94301464991,3330.25631197043,662.137236644261,1771.00883637552,62.9,,40049.7140956246,,9.00000000000011
