,Barley055,AlfalfaHay055,AlfalfaHaylage055,GrassHay055,GrassHaylage055,Barley056,AlfalfaHaylage056,CornSilage056,GrassHay056,GrassHaylage056,GrassHay054,GrassHaylage054,GrassHay059,GrassHaylage059,GrassHay057,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62,,9271.97160457791,,
2,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.1,,9271.97160457791,,1
3,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.2,,9271.97160457791,,2
4,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.3,,9271.97160457791,,3
5,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.4,,9271.97160457791,,4
6,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.5,,9271.97160457791,,5.00000000000011
7,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.6,,9271.97160457791,,6.00000000000011
8,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.7,,9271.97160457791,,7.00000000000011
9,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.8,,9271.97160457791,,8.00000000000011
10,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,62.9,,9271.97160457791,,9.00000000000011
11,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,63,,9271.97160457791,,10.0000000000001
12,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,63.1,,9271.97160457791,,11.0000000000001
13,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,63.2,,9271.97160457791,,12.0000000000002
14,216.312424071412,1380.84480404008,654.484922429282,1959.1773553173,417.64584230253,92.6769012872878,125.398963267119,443.570876579755,495.777010167042,443.241423159137,821.491897067565,198.897249853071,1289.41667663352,514.308248597333,218.727009805485,63.3,,9271.97160457791,,13.0000000000002
