,AlfalfaHay359,AlfalfaHay369,AlfalfaHay370,AlfalfaHaylage369,Barley369,CornSilage369,GrassHay359,GrassHay369,GrassHay370,GrassHaylage359,GrassHaylage369,Oats369,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62,,29962.1175927101,,
2,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.1,,29962.1175927101,,1
3,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.2,,29962.1175927101,,2
4,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.3,,29962.1175927101,,3
5,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.4,,29962.1175927101,,4
6,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.5,,29962.1175927101,,5.00000000000011
7,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.6,,29962.1175927101,,6.00000000000011
8,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.7,,29962.1175927101,,7.00000000000011
9,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.8,,29962.1175927101,,8.00000000000011
10,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,62.9,,29962.1175927101,,9.00000000000011
11,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63,,29962.1175927101,,10.0000000000001
12,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.1,,29962.1175927101,,11.0000000000001
13,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.2,,29962.1175927101,,12.0000000000002
14,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.3,,29962.1175927101,,13.0000000000002
15,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.4,,29962.1175927101,,14.0000000000002
16,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.5,,29962.1175927101,,15.0000000000002
17,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.6,,29962.1175927101,,16.0000000000002
18,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.7,,29962.1175927101,,17.0000000000002
19,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.8,,29962.1175927101,,18.0000000000002
20,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,63.9,,29962.1175927101,,19.0000000000002
21,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64,,29962.1175927101,,20.0000000000002
22,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.1,,29962.1175927101,,21.0000000000002
23,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.2,,29962.1175927101,,22.0000000000002
24,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.3,,29962.1175927101,,23.0000000000001
25,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.4,,29962.1175927101,,24
26,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.5,,29962.1175927101,,25
27,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.6,,29962.1175927101,,26
28,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.7,,29962.1175927101,,26.9999999999999
29,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.8,,29962.1175927101,,27.9999999999998
30,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,64.9,,29962.1175927101,,28.9999999999998
31,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65,,29962.1175927101,,29.9999999999998
32,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.1,,29962.1175927101,,30.9999999999997
33,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.2,,29962.1175927101,,31.9999999999995
34,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.3,,29962.1175927101,,32.9999999999995
35,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.4,,29962.1175927101,,33.9999999999995
36,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.4999999999999,,29962.1175927101,,34.9999999999994
37,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.5999999999999,,29962.1175927101,,35.9999999999993
38,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.6999999999999,,29962.1175927101,,36.9999999999993
39,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.7999999999999,,29962.1175927101,,37.9999999999993
40,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.8999999999999,,29962.1175927101,,38.9999999999992
41,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,65.9999999999999,,29962.1175927101,,39.9999999999991
42,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,66.0999999999999,,29962.1175927101,,40.9999999999991
43,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,66.1999999999999,,29962.1175927101,,41.9999999999991
44,840.160279738197,4089.64984130705,422.580879546797,113.959227465546,313.067114760709,118.0118,3761.96721716869,15344.0299660354,3956.08285842423,46.7029600953693,811.0015838409,144.903864327152,66.2999999999999,,29962.1175927101,,42.999999999999
45,837.752435390868,4079.69060623261,421.762246213851,113.421340927081,,117.589411994913,3755.87740283932,15323.7349025996,3948.70907785991,46.6653505811328,808.795109393645,144.078899808822,66.3999999999999,287.58486631158,29885.6616501534,0.009622837522491,43.9999999999989
46,832.835791610581,4059.35456946202,420.0906562337,112.323015569472,,116.726926278017,3743.44244300532,15282.2938528395,3933.65235195944,46.5885546767562,804.289648366033,142.39438200662,66.4999999999999,395.367054388963,29889.3592463965,0.013227685850664,44.9999999999989
47,827.919147830298,4039.01853269139,418.419066253538,111.224690211865,,115.864440561122,3731.00748317119,15240.8528030792,3918.59562605892,46.5117587723801,799.784187338399,140.709864204419,66.5999999999999,503.149242466856,29893.0568426396,0.016831642381557,45.9999999999989
