,GrassHay222,GrassHaylage222,AlfalfaHay227,GrassHay227,GrassHaylage227,GrassHay229,AlfalfaHay217,GrassHay217,GrassHaylage217,GrassHay219,GrassHaylage219,GrassHay224,AlfalfaHay215,GrassHay215,GrassHaylage215,AlfalfaHay216,GrassHaylage216,GrassHay216,GrassHay220,GrassHaylage220,AlfalfaHay226,GrassHay226,GrassHaylage226,Oats231,GrassHay231,GrassHay221,POP PRICE,POPLAR0,TOTALAC,POPSHARE,POPPROF
1,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62,,17344.4023715656,,
2,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.1,,17344.4023715656,,1
3,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.2,,17344.4023715656,,2
4,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.3,,17344.4023715656,,3
5,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.4,,17344.4023715656,,4
6,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.5,,17344.4023715656,,5.00000000000011
7,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.6,,17344.4023715656,,6.00000000000011
8,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.7,,17344.4023715656,,7.00000000000011
9,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.8,,17344.4023715656,,8.00000000000011
10,922.455119982592,266.88601577613,92.1877417803625,870.604869097691,1670.71912313699,1410.11631712247,249.981720540682,1607.77682152826,447.963987110493,1481.9278615272,18.3974005582136,154.003563732955,89.5504086879319,1750.57813177451,151.37906455789,69.1471065634144,72.7472443367966,1851.8918069215,413.464385910118,119.572375108394,98.7400990174871,519.420045106156,2503.52126773266,30.7002357634853,91.3822400075858,389.287418183608,62.9,,17344.4023715656,,9.00000000000011
